GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4000,78,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2160,58,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2050,59,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2900,75,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2200,120,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,4700,90,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,500,45,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1470,50,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2280,79,Đông Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1279,59,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2350,73.5,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2600,105,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3350,80,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2050,60,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3200,64,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,206,76,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2700,59,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1150,43,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2450,86,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4700,104,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1160,69,Đông Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2550,67,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1800,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1450,63.5,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4100,95,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1750,64,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1600,50,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1134,47,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1930,67,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1630,40,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2400,85,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,699,75,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,3500,114,Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2300,99,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8700,205,Đông Nam,,5,4,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1890,50,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2300,65,Đông Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2050,63,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2130,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,4450,70,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2330,73,Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1380,45,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3600,64.5,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,6200,117,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1400,58,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1800,64,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3250,80,Tây Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1225.00578,47,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2360,65,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6500,74,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5200,154,Đông,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2050,38,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1830,53,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2760,69,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3280,94,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1100,40,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,1400,48,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2893,79,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,3600,90,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3050,63,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2800,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,1850,61,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3050,70,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8550,100,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6600,64,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2200,81,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,12380,98,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3900,92,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2200,72,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4300,90,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1520,62,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2400,60,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1300,38,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1650,52,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7550,88,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4900,97,Tây Bắc,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1950,75,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3700,65,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2000,59,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,1850,42,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3280,86,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3100,56,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2590,70,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,7000,92,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,950,38,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2200,59,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3450,91,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2750,90,Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2550,161,,,4,4,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2880,71,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2450,98,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1750,54,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,4550,90,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3780,74,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2300,86,Tây Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5000,129,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2750,53,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1720,47,Tây Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,1300,25,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2050,54,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1710,46.9,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4450,71.6,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2300,55,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2970,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2890,120,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2190,56,Đông,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3200,86.12,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,4780,85,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1520,56,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1370,45,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2450,53,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1680,58,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2250,83,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,3300,73,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2100,66,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1600,62,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1790,54,Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4180,71,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4100,150,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1850,47,Tây Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Hóc Môn,330,33,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4300,104,Tây Bắc,,4,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2730,91,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,3200,86,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2100,73,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,14000,200,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4100,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3250,56,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,6230,109,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1860,47,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2200,46,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2950,87,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2560,85,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1000,40,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,2300,65,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1000,48,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1900,65,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3450,83,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5750,79.1,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1420,69,,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1200,75,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2300,59,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2550,65,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2180,73,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,1800,84,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,7800,103,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1160,69,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1550,58,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,2830,66,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2100,68,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3100,65,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,1780,70,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,1100,25.42,Đông Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2060,60,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,120000,928.6,,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2730,50,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1890,47,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1600,58,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1380,51,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2920,100,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2580,90.5,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,4200,220,,,4,4,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2460,75.6,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1880,53,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1806,53,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3550,86,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1400,49,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,950,40,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2250,79,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5100,125,Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4600,74,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4850,104,Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1950,50,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1550,53,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2900,79.25,Đông Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2400,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3400,95,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3000,69,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5500,112,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2390,62,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2000,69,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1650,59,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3300,54,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1800,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,7090,120,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2468,68,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,1900,52,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1750.237951,47,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1950,60,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,4000,90,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1250,46,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2550,120,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2480,72,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4050,84,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,1750,34,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2850,84,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2100,60,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2100,78,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,4000,127,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1990,70,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2400,72,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1660,62,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,3150,67,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1560,55,Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1250,47.1,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1800,95,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1750,50,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4300,84,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2020,59,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5000,80,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,900,31,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1780,52,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2950,72,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5150,102,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3600,99,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2500,73,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3300,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2650,75,Tây,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1250,33,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,4450,69,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,1830,36,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2836,69,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2200,57,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2890,92,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1250,67,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2700,107,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,550,46,Tây,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1680,68,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,1500,69,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1350,80,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2100,58,Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2550,70,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3950,75,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2900,64,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4200,121,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2400,66,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2135,62.8,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3750,88,Đông Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3420,71,Bắc,,2,2,Đang chờ sổ
